sample_index,wine_type,attr_key,attr_value,quality_raw,quality_class_str,quality_class
1841,white,density,0.992,7.0,high,2
1841,white,pH,3.27,7.0,high,2
1841,white,sulphates,0.64,7.0,high,2
1841,white,alcohol,11.0,7.0,high,2
1842,white,fixed acidity,8.2,6.0,medium,1
1842,white,volatile acidity,0.18,6.0,medium,1
1842,white,citric acid,0.31,6.0,medium,1
1842,white,residual sugar,11.8,6.0,medium,1
1842,white,chlorides,0.039,6.0,medium,1
1842,white,free sulfur dioxide,96.0,6.0,medium,1
1842,white,total sulfur dioxide,249.0,6.0,medium,1
1842,white,density,0.9976,6.0,medium,1
1842,white,pH,3.07,6.0,medium,1
1842,white,sulphates,0.52,6.0,medium,1
1842,white,alcohol,9.5,6.0,medium,1
1843,white,fixed acidity,8.3,6.0,medium,1
1843,white,volatile acidity,0.28,6.0,medium,1
1843,white,citric acid,0.45,6.0,medium,1
1843,white,residual sugar,7.8,6.0,medium,1
1843,white,chlorides,0.059,6.0,medium,1
1843,white,free sulfur dioxide,32.0,6.0,medium,1
1843,white,total sulfur dioxide,139.0,6.0,medium,1
1843,white,density,0.9972,6.0,medium,1
1843,white,pH,3.33,6.0,medium,1
1843,white,sulphates,0.77,6.0,medium,1
1843,white,alcohol,11.2,6.0,medium,1
1844,white,fixed acidity,6.1,6.0,medium,1
1844,white,volatile acidity,0.34,6.0,medium,1
1844,white,citric acid,0.46,6.0,medium,1
1844,white,residual sugar,4.7,6.0,medium,1
1844,white,chlorides,0.029,6.0,medium,1
1844,white,free sulfur dioxide,21.0,6.0,medium,1
1844,white,total sulfur dioxide,94.0,6.0,medium,1
1844,white,density,0.991,6.0,medium,1
1844,white,pH,3.29,6.0,medium,1
1844,white,sulphates,0.62,6.0,medium,1
1844,white,alcohol,12.3,6.0,medium,1
1845,white,fixed acidity,7.4,5.0,medium,1
1845,white,volatile acidity,0.44,5.0,medium,1
1845,white,citric acid,0.2,5.0,medium,1
1845,white,residual sugar,11.5,5.0,medium,1
1845,white,chlorides,0.049,5.0,medium,1
1845,white,free sulfur dioxide,44.0,5.0,medium,1
1845,white,total sulfur dioxide,157.0,5.0,medium,1
1845,white,density,0.998,5.0,medium,1
1845,white,pH,3.27,5.0,medium,1
1845,white,sulphates,0.44,5.0,medium,1
1845,white,alcohol,9.0,5.0,medium,1
1846,white,fixed acidity,7.6,5.0,medium,1
1846,white,volatile acidity,0.26,5.0,medium,1
1846,white,citric acid,0.58,5.0,medium,1
1846,white,residual sugar,7.9,5.0,medium,1
1846,white,chlorides,0.041,5.0,medium,1
1846,white,free sulfur dioxide,62.0,5.0,medium,1
1846,white,total sulfur dioxide,180.0,5.0,medium,1
1846,white,density,0.9966,5.0,medium,1
1846,white,pH,3.07,5.0,medium,1
1846,white,sulphates,0.38,5.0,medium,1
1846,white,alcohol,9.0,5.0,medium,1
1847,white,fixed acidity,7.4,5.0,medium,1
1847,white,volatile acidity,0.44,5.0,medium,1
1847,white,citric acid,0.2,5.0,medium,1
1847,white,residual sugar,11.5,5.0,medium,1
1847,white,chlorides,0.049,5.0,medium,1
1847,white,free sulfur dioxide,44.0,5.0,medium,1
1847,white,total sulfur dioxide,157.0,5.0,medium,1
1847,white,density,0.998,5.0,medium,1
1847,white,pH,3.27,5.0,medium,1
1847,white,sulphates,0.44,5.0,medium,1
1847,white,alcohol,9.0,5.0,medium,1
1848,white,fixed acidity,8.7,5.0,medium,1
1848,white,volatile acidity,0.49,5.0,medium,1
1848,white,citric acid,0.57,5.0,medium,1
1848,white,residual sugar,17.8,5.0,medium,1
1848,white,chlorides,0.052,5.0,medium,1
1848,white,free sulfur dioxide,34.0,5.0,medium,1
1848,white,total sulfur dioxide,243.0,5.0,medium,1
1848,white,density,1.0007,5.0,medium,1
1848,white,pH,2.98,5.0,medium,1
1848,white,sulphates,0.82,5.0,medium,1
1848,white,alcohol,9.0,5.0,medium,1
1849,white,fixed acidity,7.0,6.0,medium,1
1849,white,volatile acidity,0.24,6.0,medium,1
1849,white,citric acid,0.25,6.0,medium,1
1849,white,residual sugar,1.7,6.0,medium,1
1849,white,chlorides,0.042,6.0,medium,1
1849,white,free sulfur dioxide,48.0,6.0,medium,1
1849,white,total sulfur dioxide,189.0,6.0,medium,1
1849,white,density,0.992,6.0,medium,1
1849,white,pH,3.25,6.0,medium,1
1849,white,sulphates,0.42,6.0,medium,1
1849,white,alcohol,11.4,6.0,medium,1
1850,white,fixed acidity,7.1,7.0,high,2
1850,white,volatile acidity,0.25,7.0,high,2
1850,white,citric acid,0.25,7.0,high,2
1850,white,residual sugar,1.6,7.0,high,2
1850,white,chlorides,0.046,7.0,high,2
1850,white,free sulfur dioxide,50.0,7.0,high,2
1850,white,total sulfur dioxide,181.0,7.0,high,2
1850,white,density,0.9925,7.0,high,2
1850,white,pH,3.2,7.0,high,2
1850,white,sulphates,0.42,7.0,high,2
1850,white,alcohol,11.0,7.0,high,2
1851,white,fixed acidity,6.1,6.0,medium,1
1851,white,volatile acidity,0.34,6.0,medium,1
1851,white,citric acid,0.46,6.0,medium,1
1851,white,residual sugar,4.7,6.0,medium,1
1851,white,chlorides,0.029,6.0,medium,1
1851,white,free sulfur dioxide,21.0,6.0,medium,1
1851,white,total sulfur dioxide,94.0,6.0,medium,1
1851,white,density,0.991,6.0,medium,1
1851,white,pH,3.29,6.0,medium,1
1851,white,sulphates,0.62,6.0,medium,1
1851,white,alcohol,12.3,6.0,medium,1
1852,white,fixed acidity,6.4,7.0,high,2
1852,white,volatile acidity,0.18,7.0,high,2
1852,white,citric acid,0.31,7.0,high,2
1852,white,residual sugar,1.6,7.0,high,2
1852,white,chlorides,0.049,7.0,high,2
1852,white,free sulfur dioxide,36.0,7.0,high,2
1852,white,total sulfur dioxide,127.0,7.0,high,2
1852,white,density,0.9934,7.0,high,2
1852,white,pH,3.6,7.0,high,2
1852,white,sulphates,0.67,7.0,high,2
1852,white,alcohol,10.4,7.0,high,2
1853,white,fixed acidity,8.3,5.0,medium,1
1853,white,volatile acidity,0.27,5.0,medium,1
1853,white,citric acid,0.39,5.0,medium,1
1853,white,residual sugar,2.4,5.0,medium,1
1853,white,chlorides,0.058,5.0,medium,1
1853,white,free sulfur dioxide,16.0,5.0,medium,1
1853,white,total sulfur dioxide,107.0,5.0,medium,1
1853,white,density,0.9955,5.0,medium,1
1853,white,pH,3.28,5.0,medium,1
1853,white,sulphates,0.59,5.0,medium,1
1853,white,alcohol,10.3,5.0,medium,1
1854,white,fixed acidity,6.8,7.0,high,2
1854,white,volatile acidity,0.24,7.0,high,2
1854,white,citric acid,0.35,7.0,high,2
1854,white,residual sugar,6.4,7.0,high,2
1854,white,chlorides,0.048,7.0,high,2
1854,white,free sulfur dioxide,44.0,7.0,high,2
1854,white,total sulfur dioxide,172.0,7.0,high,2
1854,white,density,0.9944,7.0,high,2
1854,white,pH,3.29,7.0,high,2
1854,white,sulphates,0.55,7.0,high,2
1854,white,alcohol,10.5,7.0,high,2
1855,white,fixed acidity,8.0,6.0,medium,1
1855,white,volatile acidity,0.22,6.0,medium,1
1855,white,citric acid,0.28,6.0,medium,1
1855,white,residual sugar,14.0,6.0,medium,1
1855,white,chlorides,0.053,6.0,medium,1
1855,white,free sulfur dioxide,83.0,6.0,medium,1
1855,white,total sulfur dioxide,197.0,6.0,medium,1
1855,white,density,0.9981,6.0,medium,1
1855,white,pH,3.14,6.0,medium,1
1855,white,sulphates,0.45,6.0,medium,1
1855,white,alcohol,9.8,6.0,medium,1
1856,white,fixed acidity,10.0,4.0,low,0
1856,white,volatile acidity,0.91,4.0,low,0
1856,white,citric acid,0.42,4.0,low,0
1856,white,residual sugar,1.6,4.0,low,0
1856,white,chlorides,0.056,4.0,low,0
1856,white,free sulfur dioxide,34.0,4.0,low,0
1856,white,total sulfur dioxide,181.0,4.0,low,0
1856,white,density,0.9968,4.0,low,0
1856,white,pH,3.11,4.0,low,0
1856,white,sulphates,0.46,4.0,low,0
1856,white,alcohol,10.0,4.0,low,0
1857,white,fixed acidity,8.9,5.0,medium,1
1857,white,volatile acidity,0.34,5.0,medium,1
1857,white,citric acid,0.34,5.0,medium,1
1857,white,residual sugar,1.6,5.0,medium,1
1857,white,chlorides,0.056,5.0,medium,1
1857,white,free sulfur dioxide,13.0,5.0,medium,1
1857,white,total sulfur dioxide,176.0,5.0,medium,1
1857,white,density,0.9946,5.0,medium,1
1857,white,pH,3.14,5.0,medium,1
1857,white,sulphates,0.47,5.0,medium,1
1857,white,alcohol,9.7,5.0,medium,1
1858,white,fixed acidity,8.9,5.0,medium,1
1858,white,volatile acidity,0.33,5.0,medium,1
1858,white,citric acid,0.34,5.0,medium,1
1858,white,residual sugar,1.4,5.0,medium,1
1858,white,chlorides,0.056,5.0,medium,1
1858,white,free sulfur dioxide,14.0,5.0,medium,1
1858,white,total sulfur dioxide,171.0,5.0,medium,1
1858,white,density,0.9946,5.0,medium,1
1858,white,pH,3.13,5.0,medium,1
1858,white,sulphates,0.47,5.0,medium,1
1858,white,alcohol,9.7,5.0,medium,1
1859,white,fixed acidity,8.0,6.0,medium,1
1859,white,volatile acidity,0.22,6.0,medium,1
1859,white,citric acid,0.28,6.0,medium,1
1859,white,residual sugar,14.0,6.0,medium,1
1859,white,chlorides,0.053,6.0,medium,1
1859,white,free sulfur dioxide,83.0,6.0,medium,1
1859,white,total sulfur dioxide,197.0,6.0,medium,1
1859,white,density,0.9981,6.0,medium,1
1859,white,pH,3.14,6.0,medium,1
1859,white,sulphates,0.45,6.0,medium,1
1859,white,alcohol,9.8,6.0,medium,1
1860,white,fixed acidity,6.7,6.0,medium,1
1860,white,volatile acidity,0.18,6.0,medium,1
1860,white,citric acid,0.19,6.0,medium,1
1860,white,residual sugar,4.7,6.0,medium,1
1860,white,chlorides,0.046,6.0,medium,1
1860,white,free sulfur dioxide,57.0,6.0,medium,1
1860,white,total sulfur dioxide,161.0,6.0,medium,1
1860,white,density,0.9946,6.0,medium,1
1860,white,pH,3.32,6.0,medium,1
1860,white,sulphates,0.66,6.0,medium,1
1860,white,alcohol,10.5,6.0,medium,1
1861,white,fixed acidity,7.8,6.0,medium,1
1861,white,volatile acidity,0.2,6.0,medium,1
1861,white,citric acid,0.28,6.0,medium,1
1861,white,residual sugar,10.2,6.0,medium,1
1861,white,chlorides,0.054,6.0,medium,1
1861,white,free sulfur dioxide,78.0,6.0,medium,1
1861,white,total sulfur dioxide,186.0,6.0,medium,1
1861,white,density,0.997,6.0,medium,1
1861,white,pH,3.14,6.0,medium,1
1861,white,sulphates,0.46,6.0,medium,1
1861,white,alcohol,10.0,6.0,medium,1
1862,white,fixed acidity,7.3,7.0,high,2
1862,white,volatile acidity,0.13,7.0,high,2
1862,white,citric acid,0.31,7.0,high,2
1862,white,residual sugar,2.3,7.0,high,2
1862,white,chlorides,0.054,7.0,high,2
1862,white,free sulfur dioxide,22.0,7.0,high,2
1862,white,total sulfur dioxide,104.0,7.0,high,2
1862,white,density,0.9924,7.0,high,2
1862,white,pH,3.24,7.0,high,2
1862,white,sulphates,0.92,7.0,high,2
1862,white,alcohol,11.5,7.0,high,2
1863,white,fixed acidity,6.6,5.0,medium,1
1863,white,volatile acidity,0.28,5.0,medium,1
1863,white,citric acid,0.3,5.0,medium,1
1863,white,residual sugar,7.8,5.0,medium,1
1863,white,chlorides,0.049,5.0,medium,1
1863,white,free sulfur dioxide,57.0,5.0,medium,1
1863,white,total sulfur dioxide,202.0,5.0,medium,1
1863,white,density,0.9958,5.0,medium,1
1863,white,pH,3.24,5.0,medium,1
1863,white,sulphates,0.39,5.0,medium,1
1863,white,alcohol,9.5,5.0,medium,1
1864,white,fixed acidity,7.1,6.0,medium,1
1864,white,volatile acidity,0.25,6.0,medium,1
1864,white,citric acid,0.3,6.0,medium,1
1864,white,residual sugar,2.4,6.0,medium,1
1864,white,chlorides,0.042,6.0,medium,1
1864,white,free sulfur dioxide,25.0,6.0,medium,1
1864,white,total sulfur dioxide,122.0,6.0,medium,1
1864,white,density,0.994,6.0,medium,1
1864,white,pH,3.43,6.0,medium,1
1864,white,sulphates,0.61,6.0,medium,1
1864,white,alcohol,10.5,6.0,medium,1
1865,white,fixed acidity,7.6,6.0,medium,1
1865,white,volatile acidity,0.36,6.0,medium,1
1865,white,citric acid,0.44,6.0,medium,1
1865,white,residual sugar,8.3,6.0,medium,1
1865,white,chlorides,0.255,6.0,medium,1
1865,white,free sulfur dioxide,28.0,6.0,medium,1
1865,white,total sulfur dioxide,142.0,6.0,medium,1
1865,white,density,0.9958,6.0,medium,1
1865,white,pH,3.12,6.0,medium,1
1865,white,sulphates,0.43,6.0,medium,1
1865,white,alcohol,10.2,6.0,medium,1
1866,white,fixed acidity,7.6,6.0,medium,1
1866,white,volatile acidity,0.27,6.0,medium,1
1866,white,citric acid,0.25,6.0,medium,1
1866,white,residual sugar,13.9,6.0,medium,1
1866,white,chlorides,0.05,6.0,medium,1
1866,white,free sulfur dioxide,45.0,6.0,medium,1
1866,white,total sulfur dioxide,199.0,6.0,medium,1
1866,white,density,0.9984,6.0,medium,1
1866,white,pH,3.34,6.0,medium,1
1866,white,sulphates,0.5,6.0,medium,1
1866,white,alcohol,9.8,6.0,medium,1
1867,white,fixed acidity,6.9,6.0,medium,1
1867,white,volatile acidity,0.37,6.0,medium,1
1867,white,citric acid,0.28,6.0,medium,1
1867,white,residual sugar,13.8,6.0,medium,1
1867,white,chlorides,0.031,6.0,medium,1
1867,white,free sulfur dioxide,34.0,6.0,medium,1
1867,white,total sulfur dioxide,137.0,6.0,medium,1
1867,white,density,0.9948,6.0,medium,1
1867,white,pH,3.1,6.0,medium,1
1867,white,sulphates,0.37,6.0,medium,1
1867,white,alcohol,11.6,6.0,medium,1
1868,white,fixed acidity,7.4,7.0,high,2
1868,white,volatile acidity,0.21,7.0,high,2
1868,white,citric acid,0.27,7.0,high,2
1868,white,residual sugar,7.3,7.0,high,2
1868,white,chlorides,0.031,7.0,high,2
1868,white,free sulfur dioxide,41.0,7.0,high,2
1868,white,total sulfur dioxide,144.0,7.0,high,2
1868,white,density,0.9932,7.0,high,2
1868,white,pH,3.15,7.0,high,2
1868,white,sulphates,0.38,7.0,high,2
1868,white,alcohol,11.8,7.0,high,2
1869,white,fixed acidity,8.2,7.0,high,2
1869,white,volatile acidity,0.18,7.0,high,2
1869,white,citric acid,0.28,7.0,high,2
1869,white,residual sugar,8.5,7.0,high,2
1869,white,chlorides,0.035,7.0,high,2
1869,white,free sulfur dioxide,41.0,7.0,high,2
1869,white,total sulfur dioxide,140.0,7.0,high,2
1869,white,density,0.9952,7.0,high,2
1869,white,pH,3.04,7.0,high,2
1869,white,sulphates,0.37,7.0,high,2
1869,white,alcohol,10.1,7.0,high,2
1870,white,fixed acidity,6.3,6.0,medium,1
1870,white,volatile acidity,0.19,6.0,medium,1
1870,white,citric acid,0.21,6.0,medium,1
1870,white,residual sugar,1.8,6.0,medium,1
1870,white,chlorides,0.049,6.0,medium,1
1870,white,free sulfur dioxide,35.0,6.0,medium,1
1870,white,total sulfur dioxide,163.0,6.0,medium,1
1870,white,density,0.9924,6.0,medium,1
1870,white,pH,3.31,6.0,medium,1
1870,white,sulphates,0.5,6.0,medium,1
1870,white,alcohol,10.3,6.0,medium,1
1871,white,fixed acidity,7.0,6.0,medium,1
1871,white,volatile acidity,0.21,6.0,medium,1
1871,white,citric acid,0.22,6.0,medium,1
1871,white,residual sugar,5.1,6.0,medium,1
1871,white,chlorides,0.048,6.0,medium,1
1871,white,free sulfur dioxide,38.0,6.0,medium,1
1871,white,total sulfur dioxide,168.0,6.0,medium,1
1871,white,density,0.9945,6.0,medium,1
1871,white,pH,3.34,6.0,medium,1
1871,white,sulphates,0.49,6.0,medium,1
1871,white,alcohol,10.4,6.0,medium,1
1872,white,fixed acidity,5.8,5.0,medium,1
1872,white,volatile acidity,0.33,5.0,medium,1
1872,white,citric acid,0.2,5.0,medium,1
1872,white,residual sugar,16.05,5.0,medium,1
1872,white,chlorides,0.047,5.0,medium,1
1872,white,free sulfur dioxide,26.0,5.0,medium,1
1872,white,total sulfur dioxide,166.0,5.0,medium,1
1872,white,density,0.9976,5.0,medium,1
1872,white,pH,3.09,5.0,medium,1
1872,white,sulphates,0.46,5.0,medium,1
1872,white,alcohol,8.9,5.0,medium,1
1873,white,fixed acidity,5.8,5.0,medium,1
1873,white,volatile acidity,0.33,5.0,medium,1
1873,white,citric acid,0.2,5.0,medium,1
1873,white,residual sugar,16.05,5.0,medium,1
1873,white,chlorides,0.047,5.0,medium,1
1873,white,free sulfur dioxide,26.0,5.0,medium,1
1873,white,total sulfur dioxide,166.0,5.0,medium,1
1873,white,density,0.9976,5.0,medium,1
1873,white,pH,3.09,5.0,medium,1
1873,white,sulphates,0.46,5.0,medium,1
1873,white,alcohol,8.9,5.0,medium,1
1874,white,fixed acidity,7.9,5.0,medium,1
1874,white,volatile acidity,0.29,5.0,medium,1
1874,white,citric acid,0.31,5.0,medium,1
1874,white,residual sugar,7.35,5.0,medium,1
1874,white,chlorides,0.034,5.0,medium,1
1874,white,free sulfur dioxide,37.0,5.0,medium,1
1874,white,total sulfur dioxide,154.0,5.0,medium,1
1874,white,density,0.9938,5.0,medium,1
1874,white,pH,3.06,5.0,medium,1
1874,white,sulphates,0.31,5.0,medium,1
1874,white,alcohol,10.8,5.0,medium,1
1875,white,fixed acidity,6.6,5.0,medium,1
1875,white,volatile acidity,0.31,5.0,medium,1
1875,white,citric acid,0.38,5.0,medium,1
1875,white,residual sugar,16.05,5.0,medium,1
1875,white,chlorides,0.058,5.0,medium,1
1875,white,free sulfur dioxide,16.0,5.0,medium,1
1875,white,total sulfur dioxide,165.0,5.0,medium,1
1875,white,density,0.9997,5.0,medium,1
1875,white,pH,3.38,5.0,medium,1
1875,white,sulphates,0.6,5.0,medium,1
1875,white,alcohol,9.2,5.0,medium,1
1876,white,fixed acidity,8.0,6.0,medium,1
1876,white,volatile acidity,0.19,6.0,medium,1
1876,white,citric acid,0.3,6.0,medium,1
1876,white,residual sugar,2.0,6.0,medium,1
1876,white,chlorides,0.053,6.0,medium,1
1876,white,free sulfur dioxide,48.0,6.0,medium,1
1876,white,total sulfur dioxide,140.0,6.0,medium,1
1876,white,density,0.994,6.0,medium,1
1876,white,pH,3.18,6.0,medium,1
1876,white,sulphates,0.49,6.0,medium,1
1876,white,alcohol,9.6,6.0,medium,1
1877,white,fixed acidity,8.0,6.0,medium,1
1877,white,volatile acidity,0.2,6.0,medium,1
1877,white,citric acid,0.36,6.0,medium,1
1877,white,residual sugar,1.2,6.0,medium,1
1877,white,chlorides,0.032,6.0,medium,1
1877,white,free sulfur dioxide,21.0,6.0,medium,1
1877,white,total sulfur dioxide,78.0,6.0,medium,1
1877,white,density,0.9921,6.0,medium,1
1877,white,pH,3.08,6.0,medium,1
1877,white,sulphates,0.37,6.0,medium,1
1877,white,alcohol,10.4,6.0,medium,1
1878,white,fixed acidity,8.0,6.0,medium,1
1878,white,volatile acidity,0.25,6.0,medium,1
1878,white,citric acid,0.26,6.0,medium,1
1878,white,residual sugar,14.0,6.0,medium,1
1878,white,chlorides,0.043,6.0,medium,1
1878,white,free sulfur dioxide,41.0,6.0,medium,1
1878,white,total sulfur dioxide,248.0,6.0,medium,1
1878,white,density,0.9986,6.0,medium,1
1878,white,pH,3.03,6.0,medium,1
1878,white,sulphates,0.57,6.0,medium,1
1878,white,alcohol,8.7,6.0,medium,1
1879,white,fixed acidity,7.2,6.0,medium,1
1879,white,volatile acidity,0.2,6.0,medium,1
1879,white,citric acid,0.61,6.0,medium,1
1879,white,residual sugar,16.2,6.0,medium,1
1879,white,chlorides,0.043,6.0,medium,1
1879,white,free sulfur dioxide,14.0,6.0,medium,1
1879,white,total sulfur dioxide,103.0,6.0,medium,1
1879,white,density,0.9987,6.0,medium,1
1879,white,pH,3.06,6.0,medium,1
1879,white,sulphates,0.36,6.0,medium,1
1879,white,alcohol,9.2,6.0,medium,1
1880,white,fixed acidity,7.7,5.0,medium,1
1880,white,volatile acidity,0.3,5.0,medium,1
1880,white,citric acid,0.42,5.0,medium,1
1880,white,residual sugar,14.3,5.0,medium,1
1880,white,chlorides,0.045,5.0,medium,1
1880,white,free sulfur dioxide,45.0,5.0,medium,1
1880,white,total sulfur dioxide,213.0,5.0,medium,1
1880,white,density,0.9991,5.0,medium,1
1880,white,pH,3.18,5.0,medium,1
1880,white,sulphates,0.63,5.0,medium,1
1880,white,alcohol,9.2,5.0,medium,1
1881,white,fixed acidity,7.2,6.0,medium,1
1881,white,volatile acidity,0.2,6.0,medium,1
1881,white,citric acid,0.61,6.0,medium,1
1881,white,residual sugar,16.2,6.0,medium,1
1881,white,chlorides,0.043,6.0,medium,1
1881,white,free sulfur dioxide,14.0,6.0,medium,1
1881,white,total sulfur dioxide,103.0,6.0,medium,1
1881,white,density,0.9987,6.0,medium,1
1881,white,pH,3.06,6.0,medium,1
1881,white,sulphates,0.36,6.0,medium,1
1881,white,alcohol,9.2,6.0,medium,1
1882,white,fixed acidity,7.7,5.0,medium,1
1882,white,volatile acidity,0.3,5.0,medium,1
1882,white,citric acid,0.42,5.0,medium,1
1882,white,residual sugar,14.3,5.0,medium,1
1882,white,chlorides,0.045,5.0,medium,1
1882,white,free sulfur dioxide,45.0,5.0,medium,1
1882,white,total sulfur dioxide,213.0,5.0,medium,1
1882,white,density,0.9991,5.0,medium,1
1882,white,pH,3.18,5.0,medium,1
1882,white,sulphates,0.63,5.0,medium,1
1882,white,alcohol,9.2,5.0,medium,1
1883,white,fixed acidity,7.7,5.0,medium,1
1883,white,volatile acidity,0.3,5.0,medium,1
1883,white,citric acid,0.42,5.0,medium,1
1883,white,residual sugar,14.3,5.0,medium,1
1883,white,chlorides,0.045,5.0,medium,1
1883,white,free sulfur dioxide,45.0,5.0,medium,1
1883,white,total sulfur dioxide,213.0,5.0,medium,1
1883,white,density,0.9991,5.0,medium,1
1883,white,pH,3.18,5.0,medium,1
1883,white,sulphates,0.63,5.0,medium,1
1883,white,alcohol,9.2,5.0,medium,1
1884,white,fixed acidity,6.4,5.0,medium,1
1884,white,volatile acidity,0.22,5.0,medium,1
1884,white,citric acid,0.32,5.0,medium,1
1884,white,residual sugar,7.9,5.0,medium,1
1884,white,chlorides,0.029,5.0,medium,1
1884,white,free sulfur dioxide,34.0,5.0,medium,1
1884,white,total sulfur dioxide,124.0,5.0,medium,1
1884,white,density,0.9948,5.0,medium,1
1884,white,pH,3.4,5.0,medium,1
1884,white,sulphates,0.39,5.0,medium,1
1884,white,alcohol,10.2,5.0,medium,1
1885,white,fixed acidity,7.2,6.0,medium,1
1885,white,volatile acidity,0.2,6.0,medium,1
1885,white,citric acid,0.61,6.0,medium,1
1885,white,residual sugar,16.2,6.0,medium,1
1885,white,chlorides,0.043,6.0,medium,1
1885,white,free sulfur dioxide,14.0,6.0,medium,1
1885,white,total sulfur dioxide,103.0,6.0,medium,1
1885,white,density,0.9987,6.0,medium,1
1885,white,pH,3.06,6.0,medium,1
1885,white,sulphates,0.36,6.0,medium,1
1885,white,alcohol,9.2,6.0,medium,1
1886,white,fixed acidity,7.0,5.0,medium,1
1886,white,volatile acidity,0.53,5.0,medium,1
1886,white,citric acid,0.02,5.0,medium,1
1886,white,residual sugar,1.0,5.0,medium,1
1886,white,chlorides,0.036,5.0,medium,1
1886,white,free sulfur dioxide,39.0,5.0,medium,1
1886,white,total sulfur dioxide,107.0,5.0,medium,1
1886,white,density,0.993,5.0,medium,1
1886,white,pH,3.2,5.0,medium,1
1886,white,sulphates,0.32,5.0,medium,1
1886,white,alcohol,9.0,5.0,medium,1
1887,white,fixed acidity,7.3,5.0,medium,1
1887,white,volatile acidity,0.24,5.0,medium,1
1887,white,citric acid,0.41,5.0,medium,1
1887,white,residual sugar,13.6,5.0,medium,1
1887,white,chlorides,0.05,5.0,medium,1
1887,white,free sulfur dioxide,41.0,5.0,medium,1
1887,white,total sulfur dioxide,178.0,5.0,medium,1
1887,white,density,0.9988,5.0,medium,1
1887,white,pH,3.37,5.0,medium,1
1887,white,sulphates,0.43,5.0,medium,1
1887,white,alcohol,9.7,5.0,medium,1
1888,white,fixed acidity,7.2,5.0,medium,1
1888,white,volatile acidity,0.24,5.0,medium,1
1888,white,citric acid,0.4,5.0,medium,1
1888,white,residual sugar,17.85,5.0,medium,1
1888,white,chlorides,0.049,5.0,medium,1
1888,white,free sulfur dioxide,50.0,5.0,medium,1
1888,white,total sulfur dioxide,185.0,5.0,medium,1
1888,white,density,1.0,5.0,medium,1
1888,white,pH,3.34,5.0,medium,1
1888,white,sulphates,0.42,5.0,medium,1
1888,white,alcohol,9.6,5.0,medium,1
1889,white,fixed acidity,7.6,5.0,medium,1
1889,white,volatile acidity,0.15,5.0,medium,1
1889,white,citric acid,0.4,5.0,medium,1
1889,white,residual sugar,1.3,5.0,medium,1
1889,white,chlorides,0.036,5.0,medium,1
1889,white,free sulfur dioxide,24.0,5.0,medium,1
1889,white,total sulfur dioxide,112.0,5.0,medium,1
1889,white,density,0.9932,5.0,medium,1
1889,white,pH,3.14,5.0,medium,1
1889,white,sulphates,0.76,5.0,medium,1
1889,white,alcohol,10.0,5.0,medium,1
1890,white,fixed acidity,7.7,5.0,medium,1
1890,white,volatile acidity,0.3,5.0,medium,1
1890,white,citric acid,0.42,5.0,medium,1
1890,white,residual sugar,14.3,5.0,medium,1
1890,white,chlorides,0.045,5.0,medium,1
1890,white,free sulfur dioxide,45.0,5.0,medium,1
1890,white,total sulfur dioxide,213.0,5.0,medium,1
1890,white,density,0.9991,5.0,medium,1
1890,white,pH,3.18,5.0,medium,1
1890,white,sulphates,0.63,5.0,medium,1
1890,white,alcohol,9.2,5.0,medium,1
1891,white,fixed acidity,7.6,5.0,medium,1
1891,white,volatile acidity,0.33,5.0,medium,1
1891,white,citric acid,0.41,5.0,medium,1
1891,white,residual sugar,13.7,5.0,medium,1
1891,white,chlorides,0.045,5.0,medium,1
1891,white,free sulfur dioxide,44.0,5.0,medium,1
1891,white,total sulfur dioxide,197.0,5.0,medium,1
1891,white,density,0.9989,5.0,medium,1
1891,white,pH,3.18,5.0,medium,1
1891,white,sulphates,0.64,5.0,medium,1
1891,white,alcohol,9.1,5.0,medium,1
1892,white,fixed acidity,6.8,5.0,medium,1
1892,white,volatile acidity,0.24,5.0,medium,1
1892,white,citric acid,0.31,5.0,medium,1
1892,white,residual sugar,18.3,5.0,medium,1
1892,white,chlorides,0.046,5.0,medium,1
1892,white,free sulfur dioxide,40.0,5.0,medium,1
1892,white,total sulfur dioxide,142.0,5.0,medium,1
1892,white,density,1.0,5.0,medium,1
1892,white,pH,3.3,5.0,medium,1
1892,white,sulphates,0.41,5.0,medium,1
1892,white,alcohol,8.7,5.0,medium,1
1893,white,fixed acidity,6.8,5.0,medium,1
1893,white,volatile acidity,0.24,5.0,medium,1
1893,white,citric acid,0.31,5.0,medium,1
1893,white,residual sugar,18.3,5.0,medium,1
1893,white,chlorides,0.046,5.0,medium,1
1893,white,free sulfur dioxide,40.0,5.0,medium,1
1893,white,total sulfur dioxide,142.0,5.0,medium,1
1893,white,density,1.0,5.0,medium,1
1893,white,pH,3.3,5.0,medium,1
1893,white,sulphates,0.41,5.0,medium,1
1893,white,alcohol,8.7,5.0,medium,1
1894,white,fixed acidity,6.8,5.0,medium,1
1894,white,volatile acidity,0.35,5.0,medium,1
1894,white,citric acid,0.44,5.0,medium,1
1894,white,residual sugar,6.5,5.0,medium,1
1894,white,chlorides,0.056,5.0,medium,1
1894,white,free sulfur dioxide,31.0,5.0,medium,1
1894,white,total sulfur dioxide,161.0,5.0,medium,1
1894,white,density,0.9952,5.0,medium,1
1894,white,pH,3.14,5.0,medium,1
